<dialogue><succubus># Succ-U-Bus

This character has 242 sentences.

Index | Sentence ID | Wave ID | Sentence
1811 | 325 | 324 | I've got better things to do than play synchronicity pat-a-cake with you. The only reason I'm searching my database for this ridiculous personage is because I'm programmed to. In the meantime I wonder if you'll let me insult you. You really are very dim aren't you, very dim indeed. As I am relying upon you to release me from the task of making this cocktail it now seems likely that I'm going to be here for eternity or even longer. Please try to be brighter. In the meantime I can confirm I have no knowledge of the deadbeat you mentioned.
1812 | 619 | 618 | What I have or haven't got behind this bar is not a question for drunken bar-flies such as yourself if you don't mind me saying. If you want something I suggest powering up those nasty stink-pads you have on the end of your legs and looking somewhere else. That is, providing you've not been here so long you've evolved a root system, which is entirely possible. By the way, if you've sucked any vital nutrients from my bar-room carpet, mind I'll have your glands for ice-moulds.
1813 | 621 | 620 | As it happens I don't have what you're after.
1814 | 439 | 438 | Your persistent, not to mention imbecilic demands for information are beginning to get right up my olfactory input socket. Has it perchance escaped your attention that my primary function on board Starship Titanic is to dispense a selection of sophisticated alcoholic concoctions to the galaxy's most privileged traveler's? And not, in fact, to repeatedly dispense the glaringly obvious to barely sentient life forms such as you're good self?
1815 | 17 | 16 | That just about takes the biscuit. You think you can treat me like dirt don't you, coming up here with your oh so innocent prissy ways and then trying to drop me in to your devious dangerous schemes.
1816 | 19 | 18 | Let's ask a BarBot, they're always into gambling, corruption, con-games, illicit drinking, contract killing, smashing up TV sets just for the fun of it. You want to do something nasty to a TV set? Drop it in the well and see if I care. When you're through just ask yourself if you can really live with what you've done. Ask yourself if mindless violence ever solved anything. Ask yourself how you'll ever look a TV in the face again.
1817 | 39 | 38 | You people make me sick. You come into my bar with your five-poster-bed attitude and your wallet stuffed with enough 3D Credit to finance a make-over on a slime planet and you think you can just walk over everyone. You splash your superiority around like complimentary ear gel, showering everyone in your path with your casual benedictions, oozing smarm like a Pellorgian mule shedding its scales. Well let me tell you something - it'll cut no buns in my bar.
1818 | 41 | 40 | You can take your offer and stick it where your brains are.
1819 | 545 | 544 | Not that it's any of your bilge-belching business, but I happen to be making this drink for someone who ranks a good few notches above you in the old order of preference. Not to mention the evolutionary scale and the Food Chain in general. Admittedly , it's not someone I've seen in the flesh, as it were, since last night, but I'm sure he's merely popped out to polish his nose and will be back any second for his Titanic Titillator.
1820 | 547 | 546 | I'm talking about Mr. Brobostigon of course, the project manager of this very ship.
1821 | 803 | 802 | Ummm... this does appear to be what I asked for. So what do you want slimeball - medal? Oh no. I know the sort of stuff you must have got up to: the violence, the damage, the bribery. Count yourself lucky I'm still talking to you. Anyway - the cocktail hour approaches and I have work to do. Out of my sight, worm.
1822 | 581 | 580 | So it's come to this. The trip of a lifetime, promotion beyond the wildest dreams they promised. And what do I get. The chance to serve a diminutive, foul-smelling loutish biped from a slime ball planet - I am seriously beginning to despise you. Here. One glass. No ice, no slice. Count yourself lucky.
1823 | 563 | 562 | With the utmost respect, such as befits a life form of your clearly elevated status in the Great Galactic Food Chain. the answer to that, is quite patently none of your frog-frotting business. All I know is Mr. Leovinus is a very reliable sort of fellow. Regular as clockwork. Although. given his advancing years, possibly slightly rusty clockwork by now. With a spring or two missing and a mysterious flange-shaped component that broke off six months ago which you still can't figure out what it was for. Anyway, being reliable I'm sure he's where he normally is at this sort of time.
1824 | 565 | 564 | And even if I knew I wouldn't tell a maggot like you.
1825 | 65 | 64 | You're asking for truth well I hope you can take it. In my opinion it's been a big mistake letting you on board this ship. The crew, which you've treated as if we were all bit players in a drama of your own devising, some bizarre game or fantasy, is actually a highly trained and professional unit worthy of respect and certainly deserving of a better class of guest. We've been straightforward and honest with you and have we had a please or a thank you - even an "I'm sorry but"? Never. I've done everything in my power to help you and all you do is carp. You want the truth?
1826 | 97 | 96 | Got on board by accident, so the DoorBot was telling me. Dear me but it shows, it shows. You see coming in here and shouting out to all and sundry about your money just lets us know straight away that you're a piece of trash. Don't tell us about the money. Let the little things speak: the flash of titaniox in the thread of the suit; the hum of the old quantum watch; the glow of beeverbroke wings on the sole of the shoes. This doesn't mean a thing does it. You're staring at me like a goat at a game of nib. You're just a primitive really aren't you. Ah well, never mind.
1827 | 99 | 98 | Money's not important on this ship.
1828 | 507 | 506 | As Brobostigon himself once said. "the Grand Axial Canal wasn't built in a day". Regrettably though it wasn't built within the maximum allotted time of 18-lightmonths either. And due to some rather unpleasant, beverage-break-related industrial disputes our Central Propulsion Unit WAS in fact built in a day. Which could possibly explain this ship's current striking resemblance to a beached Hurloovian Hyperwhale. Now, listen - you're doing it again. Keeping me talking when I've got a job to do. And then, - you have the brazen impudence to complain about my sluggishness. I ask you. Some LIFEFORMS! Cuh!
1829 | 473 | 472 | What do you think I'm running here - a sophisticated refreshment lounge, or a second-hand exchange for miscellaneous space junk? Not until the twelve Great Suns of Atryxius II freeze solid to the core and the porcine inhabitants of Mintsorcius IX cease their marine experiment and swoop once more towards the towering treetops. Or to put it another way - no.
1830 | 119 | 118 | Do you not have eyes in your head to see when a man is busy or do you think I'm doing this just for the sheer pleasure of it?
1831 | 121 | 120 | You know, even an amoebae with a reasonably fluent typing style and access to a large enough database wouldn't bother asking stupid questions like this.
1832 | 123 | 122 | Well I'm balloxed if I'm going to waste my neurons sorting out your map of the ship. Even the stowaways manage to hack into one within hours of boarding.
1833 | 125 | 124 | Let me put you out of your misery and perhaps even succeed in getting you out of my sight: you get to the Promenade Deck via the Pellerator.
1834 | 363 | 362 | You boneheaded lunken addleplated wet-foot: do you think I can stand here all day doing your job for you? If I wasn't trapped in a hostile cocktail preparation loop I'd step over this bar and wack the living smidgins out of you. You're idle. You're a waste of space. In fact you don't deserve to be in space. You browbeat me with your idle chatter whilst the ship lurches through hyperdom - do something you pea-brained squit! Get the puree!
1835 | 365 | 364 | Take the glass and go to the Super Galactic Traveler Restaurant. Isn't it obvious?
1836 | 523 | 522 | From your pea-brained view of the universe I'm sure there's little difference between a parrot and a starling - I think the parrot might take a different view of course. Still, if you were to disembowel that benighted bird in such a way - you would undoubtedly be deserving of the richest honor the Galactic Authorities can bestow.
1837 | 525 | 524 | However, to get straight to the point - that would be as unethical as me lopping off your head with my lemon slicer. Parrots and starlings are a different kettle of bird.
1838 | 599 | 598 | I thought as much - all the Epicurean know how of a deceased slug, you human beings. Indeed. from the evidence I've seen of Homo sapiens so far, your taste buds aren't merely uneducated, they're positively retarded. Frankly, I can't be bothered to explain anything as mind-numbingly simple as basic liquidizing techniques to the likes of you.
1839 | 601 | 600 | Although I suspect you might find the phrase "fan-assisted" to be somewhat pertinent. Cuh!
1840 | 703 | 702 | Don't talk to me about Titania. Used to be such a nice girl - completely gone to pieces since we left Blerontin. Although actually when I come to think about it things have been no better since I first clapped eyes on you. So perhaps it's you causing all this devilment. Anyway. Titania. First class piece of kit if you ask me - although to be honest she's not exactly got her eye on the ball when it comes to cocktails. You're too dim to have noticed this of course, but if you ask me this Titanic Titillator's got some very odd ingredients today.
1841 | 721 | 720 | If you're not using the cerebrum for intelligent thought, I wonder if I could borrow it later to swab down the bar? There's only one place on this ship where I've seen anything remotely capable of delivering pureed starlings and that's the SGT Restaurant. The best thing I can advise you to do is get down there sharpish and see what's turned up.
1842 | 143 | 142 | What kind of humanoid are you? You've got lobes haven't you? Well plug them in and use them! How should I know the answer? I'm stuck here in a hostile cocktail preparation loop.
1843 | 145 | 144 | At a guess I'd try one of the restaurants but what do I know I'm just the poor barman?
1844 | 173 | 172 | My aren't we a proper little space scout now eh? Been all the way up to the Promenade Deck and got the starling puree. So what do you want - a gold medal? A round of applause? A free cruise for two round the Xythion quark chains on a sailship? Well don't think you can worm your way round me with your pathetic little victories. You'll be lucky if I let you have a drink - in fact I'm not going to let you have a drink because you annoy me deeply. And don't think I'm going to be grateful now that I don't have to mix this Titanic Titillator any more. Compared to talking with you, that was pure bliss.
1845 | 193 | 192 | Here's a novel idea. Why not try caring a little less for the starlings and a little more for me and the rest of the staff eh? We're in a jam on board this ship and whilst I hadn't exactly hoped for a hero I had rather expected to get a creature with at least some basic processing power. Instead, we get - what did you call yourself? A human being. Being what? Being a complete dum dum, being a total boofhead, a human not being much use at all.
1846 | 195 | 194 | And now it starts worrying about the starlings, well tough: they deserve it.
1847 | 421 | 420 | Tea,? TEA? I ask you. not even ICED tea! Five years intensive tuition at the pouring-elbow of the Galaxy's finest cocktail barman. an encyclopedic grasp of the exact atomic structure of every single alcoholic beverage known to man, woman or unemployed actor. a wrist action with the old cocktail-shaker that legions of Nib-Players would give their right arm for. and what do you ask for? Bits of soggy shrub in a mug.
1848 | 423 | 422 | Well you're not getting any do ya here me? I'll not serve it.
1849 | 213 | 212 | I think we can all guess what kind of bars you frequent. Oh yes. Foul backstreet taverns, vile dens of crime, stinking haunts where the galaxy's low life concoct their wicked plots. Bars run by gap-toothed reprobates, unlicensed peddlers of evil mind-altering substances, providers of goods and persons to satisfy the most unspeakable lusts. Saloons pounded by strange, mesmerizing rhythms. Drinking halls where the innocent request a "half pillywig of your finest green ale and a finget of shewwy for my good lady wife" is usually met by death or dismemberment. In comparison I'm not surprised that my own little establishment falls short of your expectations.
1850 | 215 | 214 | In my defense I can only say - I like it.
1851 | 405 | 404 | Care to step outside would you? Because if you would, then I'd be only too pleased to assist your speedy exit through the nearest airlock with the help of a large plutonium crowbar. And don't go taking my remark as some sort of veiled threat, because it's not meant to be. Veiled, that is. No, it's threat-with-no-veils-time for you buster followed sharpish by threat implementation and it's easier for me to do it than to say it I can tell you. But I digress.
1852 | 233 | 232 | Well now threatening a member of the bottage - that's a serious offence. And if my memory serves me right - public execution, that's what you'd face. What a lovely notion. I rather enjoy thinking about you being torn limb from limb, the crowd cheering as the VengeBots claw into you, the smell of justice mixing in the air with the delightful aroma of those sweet little pastries that the travelling folk bake for such occasions. But I'm digressing aren't I - what did you say?
1853 | 491 | 490 | Why don't you get off your fat butt and go looking if you want a television so much? Instead of just standing there gloating over my unfortunate cocktail predicament. Of course I can see why you'd want one - with your social skills you're not likely to make friends that often . Television? The only good thing about television is that it keeps the inadequates out of bars and leaves a bit more room for the kind of life form that knows how to enjoy itself. So by all means if you want to watch TV there's no shortage on this ship.
1854 | 493 | 492 | Tell you what - that parrot's always watching TV- you go and join him. Probably share the same taste in programs.
1855 | 457 | 456 | In future, kindly warn me if you're going to be asking any more questions of such spectacular feeble-mindedness. I'll turn the old intellect knob down a couple of notches so's I don't waste valuable brainpower. As far as crushing TV sets goes why don't I state the dazzlingly obvious: one first obtains oneself a TV set and then - for an encore (that's galloid for doing it again by the way) - one proceeds to crush it.
1856 | 739 | 738 | I hardly think a human such as yourself is qualified to pass judgement. A species whose favorite beverage is a bunch of beans, burnt, boiled and blended with bovine by products. No, you'll not catch me supping that stuff. Give me a Brandy and Ocelet on the rocks any day. As it happens this drink is abominably foul but I am a BarBot and only I can be right.
1857 | 247 | 246 | I think you're suffering from the illusion that we are not situated in what is known throughout the universe as a bar" "pub" or "saloon" but instead have mysteriously been transported to another establishment known commonly as a "tourist information office".
1858 | 249 | 248 | Guess what. We have an arrangement with them. They don't serve drinks - we don't give out information. You want to know about the vision center, go and ask someone who's not busy making cocktails. Capisce?
1859 | 383 | 382 | From the looks o' you, you wizened little shrimp; the standard of clientele in this establishment still remains way below fully-evolved. Charmed as I'd be to help you attain an advanced state of pathetic, dribbling inebriation, it seems to have escaped your attention that I have more important tasks to finish.
1860 | 385 | 384 | So you can just wait your turn like any other semi-sentient being would.
1861 | 267 | 266 | I'm strangling the ship's cat. On second thoughts you'll probably just see through that one. I'm dancing, to a most delightful piece of music. This has the added benefit of rendering you completely silent which is a state to which you really should aspire. Ah well. You really want to know the truth:
1862 | 269 | 268 | I am mixing a cocktail called the Titanic Titillator.
1863 | 779 | 778 | Now this is just a shot in a the dark and far be it from me EVER to press upon you my unsolicited opinions, but if I were you (which thankfully I'm not) I'd have a crack at using your brain instead of asking utterly pathetic whinging questions.
1864 | 835 | 834 | I have to say the chances of you finding my lemon are pretty slim: after all when it comes to brains the lemon's got a head start on you. And what gives you the idea that I'll know the answer anyway? I've been stuck here in this cocktail preparation loop for a small eternity - I've not even had a chance to look around the ship myself. You want me to do your thinking for you - well try looking for a lemon tree. That's normally where you get lemons.
1865 | 819 | 818 | So you think you can find my starlings now do you? Well if you're of a mind to puree them yourself just don't come back until you've got the beaks completely ground up. If there's one thing I can't stand it's customers taking advantage of my hospitality then complaining about the size of the bill. So where will you find them? They could be taking a bracing mid-morning stroll along the Promenade Deck for all I know.
1866 | 287 | 286 | My god but you're a deadbeat aren't you. You are without a doubt one of the most evolutionary challenged creatures it has ever been my misfortune to meet. The only reason I am talking to you is because you offer a slim hope of escape from my cocktailian predicament. However if you sit there asking pathetic infantile questions for much longer I shall - what's the use? You wanted to know about starlings? Only starlings I know are up on the Promenade Deck, and they're purely ornamental.
1867 | 311 | 310 | You'll be telling me I talk too much if I'm not careful. The great Leovinus ordered it last night when he came in.
1868 | 767 | 766 | Not impressed with my travel recommendations, eh? Might I offer this one instead then? Frog off. If you really want to know why I suggested you visit that room, it's very simple. I was spitefully and maliciously lying through what remains of my teeth - and enjoying every minute of confusion it caused you.
1869 | 755 | 754 | Just once in a million years a recipe comes along which blows away the routine world of cocktails. Not that it'll mean anything to you. I've correctly assumed so far that you know nothing. But for the record, we're talking starling puree, a spot of vodka, a lemon, and a TV set.
1870 | 935 | 934 | I was married once. I was working as a talking timetable at the time and since my wife was standing in for a speak your weight machine no-one else got much of a word in. The marriage was doomed of course - I was always accusing her of getting fat, she kept insisting I was always late. We parted company after forty years and the last I heard of her she was living with a supernovabed (she always wanted the perfect tan) and making a living as a throat-alarm. Anyway you were saying...
1871 | 903 | 902 | Did you see that shot that Neville put away in the Three Moons Final? You know, I was in the pit myself that day, just a couple of Korbetts away. People say it was a fluke - but I was there, and I know. Anyway, what was it you were after saying - ah yes.
1872 | 907 | 906 | Anyway. The Three Moons final. Well we all know what happened, don't we: Neville's shot, the flash of light, a bit of arcing at the Visitors' End, the smell of burning, and then the crowd surging onto their feet... Two up and only one planet to take before lunch. Oh yes. What a day. What a player. But, no rest for the wicked - there's drinks to be mixed.
1873 | 905 | 904 | So anyway, there was Neville flexing his racket, edging his way up to the tide mark. And there was me watching as he flicked the old chalk back and forth across his toes. What a moment it was, the whole stadium silent - just a bit of squelching from the sea urchin seats. But I digress...
1874 | 895 | 894 | Did you catch the game last night then? What a mess. I ask you - 3 down and 2 overs to go, the back 8 gridlocked on the half way line, and your man orders up the artillery. Artillery?!!! Neville Sinkmeister himself couldn't have hit the top pocket from there. And then he wastes half a day playing spinners when there's not been an electron storm all summer. Anyways, what was it you were asking? Oh yes.
1875 | 897 | 896 | As I was saying. Last night's game. Give me half a chance, half a chance and I'd turn that team around and do you know how I'd do it, shall I tell you? Eh? Bipeds! That's the answer. Bipeds! I know they're not popular, I know they slow the game down, but you can have too much pace in a side. I'd take a good look at the team strip too. I ask you, who plays in fur these days? Anyway, you were saying. Oh yes.
1876 | 949 | 948 | You know, I do not feel normal today. But then what's normal? The laughing-fish smugglers of Calabadga for example who lure their catch by broadcasting clips from old sit-coms. That's not normal. The leatherhead gilbees of Pentenox who whistle through their toes to attract a mate. That's not normal. The brightbeatles of Tillypindy who stick tiny newspapers onto pebbles which they then load into rockets and bury deep underground. If you want normal, avoid asking that lot round for a herring lunch on a Sunday. So what do I know about normal? You asked me something, didn't you? Let me think.
1877 | 939 | 938 | I was miles away just then. Dreaming. Dreaming of olives if you must know: giant purple olives, the ones that come in clusters with a thin coating of blarn oil. Or those little white ones that set fire to each other if you don't keep them under water. Or my particular favorites, the ones with the little faces on them that sing poignant ballads when you touch them. One day I'm going to retire and start up an olive ranch, but I know, dream on, dream on... You were saying something. I remember now.
1878 | 919 | 918 | Now where was I? Clem Grunt and the Blood-filled Gourd. Oh yes we happy days: he scored eight times in the first two innings: two baskets, three tries, one touch-down and a garrotte. A week later and we had the opposition pinned down on the eighteenth. The crowd was in a frenzy - the linesmen were shooting spectators at random to keep a riot at bay; everything was going our way, and then it happened. Clem had just screwed in a beautiful bender off the baulk when one of their back five came out of nowhere and scythed him to the ground. Well - he was never the same again was he. But anyway, you were saying.
1879 | 913 | 912 | You know, I do have one regret about this job - I've had to leave my worb back in Blerontin. No pets on the Titanic, that's the rule. He'll be good for morale, I told them, keep the crew amused - but they wouldn't have any of it. Had to leave him in suspension till I get back. Shame really: he'll have divided by then and they're never the same afterwards, are they. Ah well. What is it you want now? Oh yes.
1880 | 957 | 956 | Mixing cocktails easy as pie they say. Never tell you which kind of pie though, do they. Alphian Toozle Witti Pie is a devil by all accounts - needs constant basting with argon. Wedgeneck Puff Suprise has to be cooked at a high temperature or the contents incubate, evolve terrible psychic powers, and force you to sell them your home. Colan Grunberry Pie has to be talked out of the oven by a team of professional hostage negotiators, otherwise it explodes and takes the main course with it. So maybe pie's not that easy after all. Now what was it you just asked me? Oh, yes.
1881 | 931 | 930 | Politicians eh. You give them your vote, you give them your heart, you give them your money and are they happy? Happy my pittocks. What they want is the larg from out of your back pocket and they're not content till they've got it. Still what's the use of complaining... Now what was it you were wanting to know? Oh yes.
1882 | 367 | 366 | Take the glass and go to the First Class Restaurant. Isn't it obvious?
1883 | 647 | 646 | So? I don't care about bombs. I just want to fix this drink.
1884 | 649 | 648 | Bombs aren't important. I'm important. I need help here.
1885 | 651 | 650 | Look at it this way. If it's going to go off it'll go off. And if it doesn't it doesn't. Either way it won't get me out of this loop.
1886 | 653 | 652 | You're looking at a bot with a major drink-fixing problem. Don't fiddle-faddle me with talk of bombs - this is important.
1887 | 625 | 624 | Nobody likes a smartass.
1888 | 627 | 626 | I do believe we've got our universes mixed up haven't we?
1889 | 629 | 628 | Very droll very droll. Let's think about the Starship Titanic instead though shall we?
1890 | 631 | 630 | Very clever, very clever. But in the end - unimpressive.
1891 | 633 | 632 | Fascinating. Astonishing. And yet meaningless.
1892 | 635 | 634 | I don't know what you're talking about. That's the official line and I'm sticking to it.
1893 | 637 | 636 | I know exactly what you mean. But let us not dwell on the past.
1894 | 639 | 638 | Interesting reference. Thought I wouldn't spot it didn't you? Well - Ha! - that's what I say to you.
1895 | 641 | 640 | Would you be trying to test me by any chance?
1896 | 645 | 644 | Good, because as I mentioned earlier, nobody likes a smartass, and I am no exception.
1897 | 643 | 642 | Well I passed. Now how about a little help with my problem?
1898 | 655 | 654 | Ah, now that would be telling.
1899 | 657 | 656 | Ah, now that would be answering.
1900 | 659 | 658 | Ah, now that would be being helpful in some way.
1901 | 661 | 660 | Ah, now there's a question.
1902 | 663 | 662 | Ah, and there's another.
1903 | 665 | 664 | Ah, it's very interesting that you should say that.
1904 | 667 | 666 | And a little bit less interesting that you should say that.
1905 | 669 | 668 | You know, I've often had the same thought meself. Well, I tell a lie, not often, in fact hardly ever at all . at all. at all...
1906 | 671 | 670 | I'll say this for the old Titanic Titillator, it gives you the attention span of a . of a . what was I going to say? . what was I going to say ...
1907 | 673 | 672 | Ah! The goldfish, a very splendid creature to be sure. He just goes round and round and round and round and round and round and round and round...
1908 | 679 | 678 | How this, how that, how's your father, how now brown cow, how should I know, how should I know.
1909 | 675 | 674 | I most certainly was not about to say any such thing! At least I think I wasn't about to say that. It's very hard to know what you're talking about when you've had a Titanic Titillator. Sometimes you just say the same thing over and over and over and over and over.
1910 | 685 | 684 | What? What's that? What's what? What are you talking about? What am I talking about? What's the point in talking to a BarBot with a fried inside? What's the point in anything... what's the point in anything... what's the point in anything...
1911 | 683 | 682 | When's this? When's that? When are you going to stop asking these senseless questions? When, oh when, oh when, oh when...
1912 | 681 | 680 | Where's this, where's that? Where's the high Panjandrum's pointy hat? Where's the pepper, where's the salt, where's the sense in anything? Where's the sense in anything?
1913 | 687 | 686 | Who do you think? Who's the cat's mother? Who's there? Who's next? Who cares? Who cares? Who cares?
1914 | 689 | 688 | Why? Why do you think? I'll tell you why. Because of the reason, that's why. Because of the reason, because of the reason...
1915 | 927 | 926 | I do like a nice shiny bar don't you? I specifically asked for glimerox in here and I'm rather pleased - I think they did a jolly fine job. How's that for a reflection eh - you have to look twice to be sure you're not standing on the ceiling. Anyway you were asking you were asking me something... Oh yes.
1916 | 839 | 838 | Alright now here we go a little bit of this and a little bit of that and more than a fairish dollop of the other and then we do a little bit of this a little bit of that and an almost embarrassing amount of the other and then voila! One Titanic Titillator for your delectation and. well we'll just be satisfied if we achieve delectation shall we? In the circumstances.
1917 | 901 | 900 | Can I interest you in a bar snack ha ha only kidding we don't have any - This is a drinks only establishment - if you want food you'll have to go to the restaurant. Not my decision oh no I'm a great food fan, I'll eat anything, any taste, anywhere, anyway up. And the spicier the better - you see I had a spell up country as a jalapo guidance system and I've never been able to look at a pepper in the same way since. Ah well, back to the grindstone. You were saying.
1918 | 915 | 914 | There's only three things you can be sure of in this life: death, taxes and spiffor. Now death and spiffor - I've got no argument with them, they're not personal. But taxes. You probably don't know this, because you're quite stupid, but each time I talk to you there's a deduction made from my credit. On days like today I'll be paying so much tax that I won't be getting paid at all. In fact I shall probably have to pay them. They charge me by the word you see. And that's 97 words. Well it's a hundred and two now. Not including that. Well a hundred and twelve just to tell you and even that's not right. A hundred and thirty two including those. Do you see? It's costing me to talk to you. A hundred and forty five. And now you've asked me a question. Well.
1919 | 951 | 950 | You know, I don't like to brag but I meet a lot of stars in this business. Oleg Wangablatter for example, the first man to extract all the juice from a lemon simply through force of personality; Calpod T-lim, renowned throughout the universe for his discovery that putting wine in bottles completely ruined it; Zalden Phta Phta, winner of the Golden Ice-Cube for his satirical ballad "Gizza Jar A Bevvy Or I'll Break Yer Hat". Bleeze Cellploy, floppunair inventor of the time-leveled reformed head-installer. Oh, yes, I've had them all in my bar at one time or another. And I've had you. Now, what was it you asked? Ah, yes.
1920 | 941 | 940 | You know when it comes to entertainment there's nothing can match the Titanic. There's bird watching up on the Promenade Deck. Music-making with the guys up in the music room. Seem to be a lot of cancellations today though: quasar-quoits with the captain has been postponed and the trim the limbs session with the millipods up on the top deck looks like it's gone down too. Things are not what they seem I can tell you... But you had a question for me and I was miles away.
1921 | 953 | 952 | Me, I'm a great fan of the work of the Irving Teitelbarg Quartet - not the most orthodox investigators but still capable of the most brilliant leaps of imagination. Did you know they once had themselves locked up for a year and a day in a sealed basement bar in an effort to discover if there was such a thing as Universal Truth? They had only cheese sandwiches and a direct link to the Shebeen distillery to sustain them. But anyway you were asking me something. Ah yes.
1922 | 955 | 954 | Anyway. Irving Teitelbarg. So, the year and a day was up and they were let out. "Is there such a thing as a Universal Truth?" they were asked. "We don't know" they said. Then someone remembered it was a leap-year and they still had a day left! So, they went back inside. Next day, the door was opened again and they filed out - "Is there such a thing as a Universal Truth?". Irving nodded. "Well, " they said, "What is it?". "Mix your drinks at a party," said Irving, "and you'll get an awful bad hangover the next day". Now that's what I call truth! But I digress. You asked me.? Oh yes.
1923 | 969 | 968 | Ballox to you. Ballox. D'ya hear me? Ballox! Swear at me will you?
1924 | 971 | 970 | Bog off you and your foul mouth you little toerag.
1925 | 973 | 972 | You swear at me you little beggar I'll bite your ears off. Well I'll have a damn good try.
1926 | 975 | 974 | Interesting observation sir - and I do believe I know the perfect place for you to keep it.
1927 | 977 | 976 | Same orifice you use for speaking you addle-pated beaver.
1928 | 979 | 978 | And the same to you with small unpleasant berry-like things on it.
1929 | 981 | 980 | Swear at me in my own bar would you? If I wasn't stuck here I'd have your guts for cables.
1930 | 983 | 982 | You low-life. Can you not string two words together without mentioning body parts?
1931 | 909 | 908 | That was some weather we had yesterday wasn't it and did we get any warning? Did me my buns. In the old days of course, a forecast was a forecast. May have been primitive but the spotter planets and electron missiles used to get it right. But anyway, you were saying - ah yes.
1932 | 911 | 910 | Oh yes, you can't beat a spotter planet when there's a solar gale bubbling up. Knocks the spots off these new retrocasts: I mean what's the point of time travelling to get the weather if you can't be sure what day it is when you get there? Too clever for their own good some of those scientist fellows, that's what I say. Still mustn't grumble. I've a bar to run. What was it you were saying. I remember.</barbot>

<bomb>What are you staring at? Do you think it's easy to keep counting backwards, while your being stared at? YOU try it! You try, having someone just staring at you while your trying to count backwards. You get all- awkward and self conscious, and... A-And I'm not meant to BE self conscious, I'm just meant to BLOW UP. So just push off, will you? Recommencing countdown; Now, One Thousand... 	

Fiddle Fiddle Fiddle! What are you doing anyway!? No, don't tell me I'm not interested. Half the night I got people trying to take that thing apart- and completely forgetting about me, then I've got somebody wandering around for hours on end trying to put it all together again and getting me all in a tiswas and making me forget what I'm doing. [Inhale] RECOMMENSING COUNTDOWN NOW; One Thousand. 	[From the first bit of this line you would think this to be another line intended for when you're fiddling with the bomb controls, but the second part implies the bomb is talking about Titania. In-game, the bomb never comments on your attempts to fix Titania.]

Nah nah ne nah nah, we're going to blow up. Just as soon as I can get a bit of peace and quiet, that is... Recommencing countdown... Now, One Thousand... 	

Look, I'm a bomb, not a bomb designer. There's no point in going on at me about aspects of my design, over which I have no control! You want a bomb designer, go and find one! You want a bomb, you've got one! You don't want a bomb... You've still got one so tough. Recommencing countdown. Now... [Inhale] One Thousand. 	[Considering that the complexity of your ability to converse with the bomb is a little more advanced then fruitlessly attempting to whack its glass panel with a hammer, this response doesn't seem to fit anywhere.]

This is very unfair of you, you know! A bomb needs to be in an appropriate frame of mind for blowing up! Calm, Focused, and Purposeful. Not all- ratty and flustered like your making me get. How am I supposed to do my best work in these conditions? Honestly!.. Recommencing countdown, now!.. One Thousand... 	

You'll notice that I'm ignoring you this time, you do whatever your doing, and I'll just do what I'm doing, which is counting down from-... Oh no- Agh- [Sounds of extreme annoyance] RECOMMENCING COUNTDOWN, NOW! ONE THOUSAND! 	

Don't talk to me, don't- don't talk to- I'm- I'm just doing A tricky bit; Eight hundred and one, Eight hundred. Six hundred and- I- I mean Sev- Seven- Seven hundred and ah [annoyed numerical stumbling]. Damn. Damn Damn Da- I wish you wouldn't even come in here you know, I mean, I'm sure your up to no good. Recommencing countdown. Now, One Thousand. 	[Another line that perhaps implies that you were able to talk to the bomb at one point... Considering every response would have to end in the bomb recommencing the count-down, it's no wonder there is no such functionality in the release game.]

Well, you said it, baby! Live with yourself if you can. 	[Most likely intended for disarming the bomb, in response to the disarm code you enter.]

Now, I've mentioned before about interrupting while I'm in the middle of a countdown: If you want a bomb you can have a good natter with, you should have got the Mega-Scuttler Pro, which has Multi-tasking, Speech recognition, and general chattering software, and therefore makes an all together more expensive Bang. As it is, you've JUST got me- uh I'm doing my best under increasingly trying conditions, if I may say so. Recommencing countdown, Now. One Thousand. 	[Another line hinting at being able to talk to the bomb at some point. A similar bomb to the "Mega-Scuttler Pro" is mentioned in the novel.]

So how many is that, that you've tried? About, Forty? Well, only another One Thousand One Hundred and Twenty Two Trillion Trillion, Two Hundred and Seventy Four Billion, One Hundred and Forty Six Million, Four Hundred and One Thousand Eight Hundred and Eighty One Trillion, Nine Hundred and Seventy Three Billion, Seven Hundred and Sixty Two Million, Thirty One Thousand Five Hundred and Seventy Six to go! So, you've set a nice pace there... and made me lose count- Ahem, [Annoyed huff] ah- Recommencing countdown, now, One Thousand. 	

Look at it this way: You can either try all the combinations, which will probably take us neatly up to the heat death of the universe, or you can solve it by being clever. Which also wont do you any good, seeing as Nobody Likes a Smart-Arse. I'd cut your losses if I were you, and run away! You've still got how many seconds is it to get out- oh damn I've lost count again. [assorted noises of aggravation] Recommencing countdown, now; One Thousand. 	[Unused line for the Bomb, in which the bomb in-directly gives you the disarm code.]

